go_id,go_description,gene_ids,count_genes,category,GeneRatio,BgRatio
GO:0004861,cyclin-dependent protein serine/threonine kinase inhibitor activity,"['g_108', 'g_13016', 'g_163', 'g_306', 'g_3803', 'g_6133']",6,molecular_function,6/1892,6/1894
GO:0008156,negative regulation of DNA replication,"['g_108', 'g_13458', 'g_15126', 'g_5222', 'g_5266', 'g_5573', 'g_6511', 'g_9140', 'g_13064', 'g_13262', 'g_3430', 'g_645']",12,biological_process,12/1892,12/1894
GO:0010760,negative regulation of macrophage chemotaxis,"['g_108', 'g_12822', 'g_2538', 'g_8400', 'g_9378', 'g_3010']",6,biological_process,6/1892,6/1894
GO:0016331,morphogenesis of embryonic epithelium,"['g_108', 'g_11102', 'g_11157', 'g_12001', 'g_12436', 'g_13198', 'g_13268', 'g_13474', 'g_13675', 'g_1626', 'g_2365', 'g_3233', 'g_436', 'g_44', 'g_4466', 'g_4753', 'g_5062', 'g_5953', 'g_6565', 'g_7436', 'g_7570', 'g_7717', 'g_7916', 'g_8067', 'g_8124', 'g_8145', 'g_8607', 'g_9378', 'g_15584', 'g_15160', 'g_2381', 'g_5919', 'g_3619', 'g_11754', 'g_12533']",35,biological_process,35/1892,35/1894
GO:0031568,mitotic G1 cell size control checkpoint signaling,['g_108'],1,biological_process,1/1892,1/1894
GO:0034587,piRNA processing,"['g_108', 'g_13237', 'g_13639', 'g_13664', 'g_15235', 'g_160', 'g_1832', 'g_1833', 'g_3332', 'g_4663', 'g_8034', 'g_9431', 'g_6383', 'g_9070', 'g_8545', 'g_2331', 'g_3818']",17,biological_process,17/1892,17/1894
GO:0045818,negative regulation of glycogen catabolic process,"['g_108', 'g_414', 'g_431']",3,biological_process,3/1892,3/1894
GO:0061041,regulation of wound healing,"['g_108', 'g_9378']",2,biological_process,2/1892,2/1894
GO:1902911,protein kinase complex,"['g_108', 'g_5222', 'g_5266', 'g_7764', 'g_645']",5,cellular_component,5/1892,5/1894
GO:1903467,negative regulation of mitotic DNA replication initiation,['g_108'],1,biological_process,1/1892,1/1894
GO:0007113,endomitotic cell cycle,"['g_10908', 'g_12187', 'g_13458', 'g_5599', 'g_13262']",5,biological_process,5/1892,5/1894
GO:0010973,positive regulation of division septum assembly,['g_10908'],1,biological_process,1/1892,1/1894
GO:0021534,cell proliferation in hindbrain,"['g_10908', 'g_12389']",2,biological_process,2/1892,2/1894
GO:0021953,central nervous system neuron differentiation,"['g_10908', 'g_11645', 'g_12389', 'g_4444', 'g_6813', 'g_784']",6,biological_process,6/1892,6/1894
GO:0035102,PRC1 complex,['g_10908'],1,cellular_component,1/1892,1/1894
GO:0045814,"negative regulation of gene expression, epigenetic","['g_10908', 'g_13121', 'g_13980', 'g_14432', 'g_3720', 'g_8329', 'g_8376', 'g_9043', 'g_15282', 'g_16855', 'g_344']",11,biological_process,11/1892,11/1894
GO:0046548,retinal rod cell development,"['g_10908', 'g_12269', 'g_1379', 'g_13980', 'g_1633', 'g_3055', 'g_4104', 'g_5950', 'g_6973', 'g_9051', 'g_9164']",11,biological_process,11/1892,11/1894
GO:0070461,SAGA-type complex,"['g_10908', 'g_2299', 'g_14545']",3,cellular_component,3/1892,3/1894
GO:0071454,cellular response to anoxia,"['g_10908', 'g_3335', 'g_7417', 'g_13968']",4,biological_process,4/1892,4/1894
GO:0071469,cellular response to alkaline pH,"['g_10908', 'g_2030', 'g_3585', 'g_9622', 'g_4012', 'g_657']",6,biological_process,6/1892,6/1894
GO:0071763,nuclear membrane organization,"['g_10908', 'g_8820', 'g_9375', 'g_4510']",4,biological_process,4/1892,4/1894
GO:0004572,"mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity","['g_10923', 'g_6630']",2,molecular_function,2/1892,2/1894
GO:0004653,polypeptide N-acetylgalactosaminyltransferase activity,"['g_10923', 'g_11702', 'g_14274', 'g_3141', 'g_3184', 'g_4727', 'g_555', 'g_5535', 'g_2331', 'g_15551']",10,molecular_function,10/1892,10/1894
GO:0005795,Golgi stack,"['g_10923', 'g_12711', 'g_2951', 'g_5573', 'g_7181', 'g_8123', 'g_10065', 'g_10543']",8,cellular_component,8/1892,8/1894
GO:0006013,mannose metabolic process,"['g_10923', 'g_6630']",2,biological_process,2/1892,2/1894
GO:0006493,protein O-linked glycosylation,"['g_10923', 'g_2330', 'g_3141', 'g_3184', 'g_4148', 'g_4727', 'g_555', 'g_5535', 'g_9531', 'g_2331', 'g_15551']",11,biological_process,11/1892,11/1894
GO:0009832,plant-type cell wall biogenesis,"['g_10923', 'g_2951', 'g_11753', 'g_12379']",4,biological_process,4/1892,4/1894
GO:0015012,heparan sulfate proteoglycan biosynthetic process,"['g_10923', 'g_14157', 'g_15235', 'g_1832', 'g_3332', 'g_6134', 'g_6329', 'g_15585', 'g_9765', 'g_3818']",10,biological_process,10/1892,10/1894
GO:0016063,rhodopsin biosynthetic process,"['g_10923', 'g_14274', 'g_5414', 'g_5417', 'g_6630', 'g_7059']",6,biological_process,6/1892,6/1894
GO:0035884,arabinan biosynthetic process,['g_10923'],1,biological_process,1/1892,1/1894
GO:0042052,rhabdomere development,"['g_10923', 'g_11519', 'g_12736', 'g_13297', 'g_1436', 'g_1630', 'g_2360', 'g_5130', 'g_5930', 'g_7244', 'g_8241', 'g_8504', 'g_878', 'g_5284', 'g_10515', 'g_3535', 'g_12352']",17,biological_process,17/1892,17/1894
GO:0060537,muscle tissue development,"['g_10923', 'g_1107', 'g_14610', 'g_15161', 'g_1833', 'g_2841', 'g_3739', 'g_4344', 'g_45', 'g_4751', 'g_6323', 'g_11459']",12,biological_process,12/1892,12/1894
GO:0140561,EGF-domain serine glucosyltransferase activity,['g_10923'],1,molecular_function,1/1892,1/1894
GO:0140562,EGF-domain serine xylosyltransferase activity,['g_10923'],1,molecular_function,1/1892,1/1894
GO:0000124,SAGA complex,"['g_10934', 'g_2299', 'g_3045', 'g_3308', 'g_5031', 'g_5697', 'g_6772', 'g_7868', 'g_6954']",9,cellular_component,9/1892,9/1894
GO:0005686,U2 snRNP,"['g_10934', 'g_3308', 'g_5697', 'g_8161', 'g_8480', 'g_9489']",6,cellular_component,6/1892,6/1894
GO:0006614,SRP-dependent cotranslational protein targeting to membrane,"['g_10934', 'g_14579', 'g_2407']",3,biological_process,3/1892,3/1894
GO:0006620,post-translational protein targeting to endoplasmic reticulum membrane,"['g_10934', 'g_12703', 'g_1921', 'g_1922', 'g_2407', 'g_297']",6,biological_process,6/1892,6/1894
GO:0008320,protein transmembrane transporter activity,['g_10934'],1,molecular_function,1/1892,1/1894
GO:0030544,Hsp70 protein binding,"['g_10934', 'g_1358', 'g_15232', 'g_4751', 'g_681', 'g_6955', 'g_7868']",7,molecular_function,7/1892,7/1894
GO:0031204,"post-translational protein targeting to membrane, translocation","['g_10934', 'g_14420', 'g_14841', 'g_2407', 'g_299', 'g_9578']",6,biological_process,6/1892,6/1894
GO:0035002,"liquid clearance, open tracheal system","['g_10934', 'g_12736', 'g_13238', 'g_1436', 'g_14461', 'g_1630', 'g_5062', 'g_5082', 'g_5130', 'g_6791', 'g_8291', 'g_8321', 'g_8370', 'g_8504', 'g_13676', 'g_7829', 'g_11598']",17,biological_process,17/1892,17/1894
GO:0035159,"regulation of tube length, open tracheal system","['g_10934', 'g_1196', 'g_15137', 'g_2538', 'g_2563', 'g_2959', 'g_3269', 'g_3755', 'g_3813', 'g_6304', 'g_6690', 'g_6712', 'g_8093', 'g_851', 'g_9021', 'g_9191', 'g_9035']",17,biological_process,17/1892,17/1894
GO:0045995,regulation of embryonic development,"['g_10934', 'g_11058', 'g_11638', 'g_1185', 'g_1420', 'g_14282', 'g_2364', 'g_2655', 'g_5473', 'g_5637', 'g_6151', 'g_706', 'g_9577', 'g_3725', 'g_2196', 'g_2363', 'g_12315', 'g_4031']",18,biological_process,18/1892,18/1894
GO:0046967,cytosol to endoplasmic reticulum transport,['g_10934'],1,biological_process,1/1892,1/1894
GO:0051879,Hsp90 protein binding,"['g_10934', 'g_15232', 'g_2702', 'g_3559', 'g_3803', 'g_4751', 'g_681', 'g_7254', 'g_9021', 'g_7868']",10,molecular_function,10/1892,10/1894
GO:0140672,ATAC complex,"['g_10934', 'g_14282', 'g_6772', 'g_7876', 'g_3725', 'g_6954', 'g_2196', 'g_10742', 'g_1451']",9,cellular_component,9/1892,9/1894
GO:1901981,phosphatidylinositol phosphate binding,"['g_10934', 'g_1983', 'g_320', 'g_6065', 'g_6946', 'g_7882', 'g_8329', 'g_9626', 'g_15455', 'g_6823']",10,molecular_function,10/1892,10/1894
GO:1990565,HSP90-CDC37 chaperone complex,"['g_10934', 'g_293']",2,cellular_component,2/1892,2/1894
GO:0042058,regulation of epidermal growth factor receptor signaling pathway,"['g_10967', 'g_9765']",2,biological_process,2/1892,2/1894
GO:0044827,host-mediated perturbation of viral genome replication,"['g_10967', 'g_14822', 'g_8535']",3,biological_process,3/1892,3/1894
GO:0046825,regulation of protein export from nucleus,"['g_10967', 'g_13063', 'g_13944', 'g_1983', 'g_10801']",5,biological_process,5/1892,5/1894
GO:0051902,negative regulation of mitochondrial depolarization,"['g_10967', 'g_2767']",2,biological_process,2/1892,2/1894
GO:0060337,type I interferon-mediated signaling pathway,"['g_10967', 'g_11000', 'g_4012']",3,biological_process,3/1892,3/1894
GO:0090201,negative regulation of release of cytochrome c from mitochondria,"['g_10967', 'g_2834', 'g_8790']",3,biological_process,3/1892,3/1894
GO:0097191,extrinsic apoptotic signaling pathway,"['g_10967', 'g_14168', 'g_2866', 'g_8360', 'g_9577']",5,biological_process,5/1892,5/1894
GO:0097193,intrinsic apoptotic signaling pathway,['g_10967'],1,biological_process,1/1892,1/1894
GO:2001240,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand,"['g_10967', 'g_14168', 'g_2474', 'g_3057', 'g_8181', 'g_9611']",6,biological_process,6/1892,6/1894
GO:0007263,nitric oxide mediated signal transduction,"['g_10983', 'g_1185', 'g_2320', 'g_371', 'g_689']",5,biological_process,5/1892,5/1894
GO:0009949,polarity specification of anterior/posterior axis,"['g_10983', 'g_12711', 'g_13907', 'g_15126', 'g_1755', 'g_2121', 'g_5167', 'g_6593', 'g_7356', 'g_7627', 'g_8628', 'g_9068', 'g_2007', 'g_9035', 'g_14145', 'g_14761', 'g_15049']",17,biological_process,17/1892,17/1894
GO:0016763,pentosyltransferase activity,['g_10983'],1,molecular_function,1/1892,1/1894
GO:0017000,antibiotic biosynthetic process,"['g_10983', 'g_12956', 'g_4663', 'g_4664', 'g_15604']",5,biological_process,5/1892,5/1894
GO:0030997,regulation of centriole-centriole cohesion,"['g_10983', 'g_1662', 'g_2121', 'g_4741', 'g_5082', 'g_7847']",6,biological_process,6/1892,6/1894
GO:0034088,maintenance of mitotic sister chromatid cohesion,"['g_10983', 'g_2121', 'g_9375']",3,biological_process,3/1892,3/1894
GO:0039686,bidirectional double-stranded viral DNA replication,"['g_10983', 'g_11638', 'g_14073', 'g_3098', 'g_5222', 'g_5687', 'g_725']",7,biological_process,7/1892,7/1894
GO:0051306,mitotic sister chromatid separation,"['g_10983', 'g_2121', 'g_2123', 'g_5293', 'g_7141', 'g_9375', 'g_10550', 'g_11183', 'g_10']",9,biological_process,9/1892,9/1894
GO:0051307,meiotic chromosome separation,"['g_10983', 'g_11070', 'g_2121', 'g_2123', 'g_306', 'g_4165', 'g_5293', 'g_6883', 'g_7141', 'g_7177', 'g_9375', 'g_10911', 'g_10']",13,biological_process,13/1892,13/1894
GO:0060471,cortical granule exocytosis,"['g_10983', 'g_2121', 'g_6304', 'g_9375']",4,biological_process,4/1892,4/1894
GO:0060473,cortical granule,"['g_10983', 'g_2121']",2,cellular_component,2/1892,2/1894
GO:0061062,regulation of nematode larval development,"['g_10983', 'g_2121']",2,biological_process,2/1892,2/1894
GO:1990520,separase-securin complex,"['g_10983', 'g_2121', 'g_9375']",3,cellular_component,3/1892,3/1894
GO:0007051,spindle organization,['g_11003'],1,biological_process,1/1892,1/1894
GO:0007307,eggshell chorion gene amplification,"['g_11003', 'g_13800', 'g_6058', 'g_6587', 'g_13262', 'g_14892', 'g_418']",7,biological_process,7/1892,7/1894
GO:0010971,positive regulation of G2/M transition of mitotic cell cycle,"['g_11003', 'g_1343', 'g_14098', 'g_2039', 'g_4655', 'g_5584', 'g_7876', 'g_8606', 'g_878', 'g_9333', 'g_5168', 'g_13222']",12,biological_process,12/1892,12/1894
GO:0014856,skeletal muscle cell proliferation,"['g_11003', 'g_2834']",2,biological_process,2/1892,2/1894
GO:0032837,distributive segregation,"['g_11003', 'g_1264', 'g_7620', 'g_6', 'g_645']",5,biological_process,5/1892,5/1894
GO:0035622,intrahepatic bile duct development,"['g_11003', 'g_13268', 'g_14274', 'g_5062', 'g_5318']",5,biological_process,5/1892,5/1894
GO:0035701,hematopoietic stem cell migration,"['g_11003', 'g_11400', 'g_15137', 'g_2455', 'g_8535']",5,biological_process,5/1892,5/1894
GO:0045197,establishment or maintenance of epithelial cell apical/basal polarity,"['g_11003', 'g_11400', 'g_12260', 'g_12789', 'g_13261', 'g_13675', 'g_1436', 'g_2411', 'g_3803', 'g_45', 'g_5007', 'g_5369', 'g_716', 'g_8722', 'g_9143', 'g_8976']",16,biological_process,16/1892,16/1894
GO:0048661,positive regulation of smooth muscle cell proliferation,"['g_11003', 'g_13165', 'g_1427', 'g_3232', 'g_3654', 'g_3984', 'g_782', 'g_12819', 'g_9961']",9,biological_process,9/1892,9/1894
GO:0051445,regulation of meiotic cell cycle,"['g_11003', 'g_15013', 'g_15126', 'g_9467']",4,biological_process,4/1892,4/1894
GO:0070176,DRM complex,"['g_11003', 'g_13458', 'g_13800', 'g_14282', 'g_1514', 'g_1662', 'g_3023', 'g_37', 'g_8886']",9,cellular_component,9/1892,9/1894
GO:0070301,cellular response to hydrogen peroxide,"['g_11003', 'g_12036', 'g_13165', 'g_1379', 'g_14610', 'g_1633', 'g_2408', 'g_2455', 'g_3232', 'g_3416', 'g_4104', 'g_5573', 'g_6028', 'g_7302', 'g_7764', 'g_8172', 'g_8173', 'g_8174', 'g_8176', 'g_5486', 'g_6383', 'g_6895', 'g_9372', 'g_13064', 'g_10550', 'g_2675', 'g_2767']",27,biological_process,27/1892,27/1894
GO:0071636,positive regulation of transforming growth factor beta production,"['g_11003', 'g_13268', 'g_2548', 'g_5404', 'g_8228', 'g_9614', 'g_15403']",7,biological_process,7/1892,7/1894
GO:2000845,positive regulation of testosterone secretion,['g_11003'],1,biological_process,1/1892,1/1894
GO:0001523,retinoid metabolic process,"['g_11005', 'g_12703']",2,biological_process,2/1892,2/1894
GO:0003084,positive regulation of systemic arterial blood pressure,"['g_11005', 'g_14882', 'g_14893', 'g_2574', 'g_4148', 'g_8034', 'g_8435', 'g_9473', 'g_843', 'g_15494']",10,biological_process,10/1892,10/1894
GO:0010759,positive regulation of macrophage chemotaxis,"['g_11005', 'g_13509', 'g_2834', 'g_28', 'g_3654', 'g_4868', 'g_7298', 'g_8257', 'g_9961', 'g_11913', 'g_15567']",11,biological_process,11/1892,11/1894
GO:0046976,histone H3K27 methyltransferase activity,['g_11005'],1,molecular_function,1/1892,1/1894
GO:0140942,histone H3K9 dimethyltransferase activity,"['g_11005', 'g_3725', 'g_8596', 'g_453']",4,molecular_function,4/1892,4/1894
GO:0140949,histone H3K9 trimethyltransferase activity,"['g_11005', 'g_11428', 'g_3725', 'g_8596', 'g_453']",5,molecular_function,5/1892,5/1894
GO:0004683,calcium/calmodulin-dependent protein kinase activity,"['g_1100', 'g_16952', 'g_1599', 'g_3386', 'g_3780', 'g_5369', 'g_6650', 'g_6847', 'g_9144', 'g_1280']",10,molecular_function,10/1892,10/1894
GO:0009608,response to symbiont,"['g_1100', 'g_13875']",2,biological_process,2/1892,2/1894
GO:0009909,regulation of flower development,"['g_1100', 'g_2030', 'g_92']",3,biological_process,3/1892,3/1894
GO:0031038,myosin II filament organization,"['g_1100', 'g_2170', 'g_41']",3,biological_process,3/1892,3/1894
GO:0032231,regulation of actin filament bundle assembly,"['g_1100', 'g_2170', 'g_8329', 'g_9051', 'g_16895']",5,biological_process,5/1892,5/1894
GO:0043269,regulation of monoatomic ion transport,"['g_1100', 'g_2170']",2,biological_process,2/1892,2/1894
GO:0045859,regulation of protein kinase activity,"['g_1100', 'g_2170']",2,biological_process,2/1892,2/1894
GO:0080164,regulation of nitric oxide metabolic process,"['g_1100', 'g_92']",2,biological_process,2/1892,2/1894
GO:0098976,excitatory chemical synaptic transmission,"['g_1100', 'g_15123']",2,biological_process,2/1892,2/1894
GO:0098977,inhibitory chemical synaptic transmission,['g_1100'],1,biological_process,1/1892,1/1894
GO:1905303,positive regulation of macropinocytosis,"['g_1100', 'g_2170']",2,biological_process,2/1892,2/1894
GO:0001785,prostaglandin J receptor activity,['g_11033'],1,molecular_function,1/1892,1/1894
GO:0004930,G protein-coupled receptor activity,"['g_11033', 'g_11223', 'g_11227', 'g_11270', 'g_12890', 'g_12901', 'g_1308', 'g_13785', 'g_14914', 'g_14972', 'g_1997', 'g_2550', 'g_2691', 'g_3772', 'g_3983', 'g_4495', 'g_4540', 'g_5999', 'g_7244', 'g_782', 'g_8645', 'g_8775', 'g_9270', 'g_16057', 'g_12784', 'g_2046', 'g_10515', 'g_15650', 'g_15671', 'g_15619', 'g_3854', 'g_2944', 'g_11598']",33,molecular_function,33/1892,33/1894
GO:0004956,prostaglandin D receptor activity,['g_11033'],1,molecular_function,1/1892,1/1894
GO:0004958,prostaglandin F receptor activity,"['g_11033', 'g_14914', 'g_2691']",3,molecular_function,3/1892,3/1894
GO:0045745,positive regulation of G protein-coupled receptor signaling pathway,['g_11033'],1,biological_process,1/1892,1/1894
GO:0050709,negative regulation of protein secretion,"['g_11033', 'g_12634', 'g_14396', 'g_1534', 'g_2550', 'g_2691', 'g_8132', 'g_8725', 'g_878', 'g_9765']",10,biological_process,10/1892,10/1894
GO:2000255,negative regulation of male germ cell proliferation,['g_11033'],1,biological_process,1/1892,1/1894
GO:0001837,epithelial to mesenchymal transition,"['g_11040', 'g_14098', 'g_1983', 'g_2657', 'g_2834', 'g_4868', 'g_6988', 'g_6992', 'g_8504', 'g_9218']",10,biological_process,10/1892,10/1894
GO:0001942,hair follicle development,"['g_11040', 'g_11270', 'g_2381']",3,biological_process,3/1892,3/1894
GO:0005035,death receptor activity,"['g_11040', 'g_12436', 'g_13390', 'g_2756', 'g_3961', 'g_6899', 'g_16926', 'g_11023']",8,molecular_function,8/1892,8/1894
GO:0005385,zinc ion transmembrane transporter activity,"['g_11040', 'g_13957', 'g_5486', 'g_12324']",4,molecular_function,4/1892,4/1894
GO:0005758,mitochondrial intermembrane space,"['g_11040', 'g_13647', 'g_2536', 'g_3629', 'g_3811', 'g_3812', 'g_4165', 'g_8480']",8,cellular_component,8/1892,8/1894
GO:0007506,gonadal mesoderm development,"['g_11040', 'g_12363', 'g_13833', 'g_14304', 'g_174', 'g_4907', 'g_6289', 'g_6327', 'g_8631']",9,biological_process,9/1892,9/1894
GO:0031258,lamellipodium membrane,"['g_11040', 'g_11102', 'g_7242', 'g_8042']",4,cellular_component,4/1892,4/1894
GO:0033278,cell proliferation in midbrain,['g_11040'],1,biological_process,1/1892,1/1894
GO:0035147,"branch fusion, open tracheal system","['g_11040', 'g_11306', 'g_11308', 'g_11970', 'g_12363', 'g_12535', 'g_14304', 'g_16984', 'g_1508', 'g_1921', 'g_1922', 'g_3525', 'g_4020', 'g_6289', 'g_6690', 'g_6992', 'g_7181', 'g_9074', 'g_9106', 'g_1657', 'g_3633', 'g_3921', 'g_11632', 'g_12648', 'g_12691']",25,biological_process,25/1892,25/1894
GO:0035880,embryonic nail plate morphogenesis,"['g_11040', 'g_5062']",2,biological_process,2/1892,2/1894
GO:0036462,TRAIL-activated apoptotic signaling pathway,['g_11040'],1,biological_process,1/1892,1/1894
GO:0042472,inner ear morphogenesis,"['g_11040', 'g_11643', 'g_11774', 'g_13123', 'g_14098', 'g_1802', 'g_8282', 'g_4542']",8,biological_process,8/1892,8/1894
GO:0042813,Wnt receptor activity,"['g_11040', 'g_13913', 'g_7356', 'g_8628', 'g_8898', 'g_10335']",6,molecular_function,6/1892,6/1894
GO:0044853,plasma membrane raft,"['g_11040', 'g_12456', 'g_12914', 'g_13474', 'g_15013', 'g_2633', 'g_2670', 'g_4104']",8,cellular_component,8/1892,8/1894
GO:0046649,lymphocyte activation,['g_11040'],1,biological_process,1/1892,1/1894
GO:0048105,establishment of body hair planar orientation,['g_11040'],1,biological_process,1/1892,1/1894
GO:0055071,manganese ion homeostasis,"['g_11040', 'g_9104']",2,biological_process,2/1892,2/1894
GO:0060071,"Wnt signaling pathway, planar cell polarity pathway","['g_11040', 'g_11227', 'g_12187', 'g_2780', 'g_4495', 'g_5062', 'g_5456', 'g_9622']",8,biological_process,8/1892,8/1894
GO:0071578,zinc ion import across plasma membrane,"['g_11040', 'g_13957']",2,biological_process,2/1892,2/1894
GO:0097212,lysosomal membrane organization,['g_11040'],1,biological_process,1/1892,1/1894
GO:0140345,phosphatidylcholine flippase activity,['g_11040'],1,molecular_function,1/1892,1/1894
GO:0140351,glycosylceramide flippase activity,"['g_11040', 'g_2706']",2,molecular_function,2/1892,2/1894
GO:0004097,catechol oxidase activity,['g_11058'],1,molecular_function,1/1892,1/1894
GO:0004503,tyrosinase activity,"['g_11058', 'g_8173']",2,molecular_function,2/1892,2/1894
GO:0005507,copper ion binding,"['g_11058', 'g_11420', 'g_11646', 'g_12422', 'g_12738', 'g_13035', 'g_13956', 'g_14168', 'g_1508', 'g_15256', 'g_3214', 'g_3326', 'g_4114', 'g_4868', 'g_5080', 'g_5415', 'g_5615', 'g_5757', 'g_6189', 'g_780', 'g_8181', 'g_9427', 'g_5593', 'g_9218', 'g_2051', 'g_3947', 'g_15583', 'g_11913']",28,molecular_function,28/1892,28/1894
GO:0006583,melanin biosynthetic process from tyrosine,"['g_11058', 'g_12956']",2,biological_process,2/1892,2/1894
GO:0008240,tripeptidyl-peptidase activity,"['g_11058', 'g_2286', 'g_7349', 'g_16330', 'g_638']",5,molecular_function,5/1892,5/1894
GO:0016201,synaptic target inhibition,"['g_11058', 'g_14342', 'g_14873', 'g_44', 'g_6905', 'g_7436', 'g_8132', 'g_3010']",8,biological_process,8/1892,8/1894
GO:0030381,chorion-containing eggshell pattern formation,"['g_11058', 'g_11638', 'g_1185', 'g_2364', 'g_5637', 'g_706', 'g_9021', 'g_2196', 'g_2363']",9,biological_process,9/1892,9/1894
GO:0031404,chloride ion binding,"['g_11058', 'g_1288', 'g_7374', 'g_7609', 'g_15426']",5,molecular_function,5/1892,5/1894
GO:0035045,sperm plasma membrane disassembly,"['g_11058', 'g_11638', 'g_1185', 'g_14866', 'g_2364', 'g_5637', 'g_706', 'g_2363']",8,biological_process,8/1892,8/1894
GO:0120316,sperm flagellum assembly,"['g_11058', 'g_13226', 'g_13401', 'g_15228', 'g_2111', 'g_3003', 'g_4457', 'g_4458', 'g_5254', 'g_7319', 'g_7815', 'g_7847', 'g_8242', 'g_841', 'g_8420', 'g_6405', 'g_10065', 'g_15018']",18,biological_process,18/1892,18/1894
GO:0001558,regulation of cell growth,"['g_11070', 'g_11955', 'g_13112', 'g_4428', 'g_6028', 'g_6189', 'g_10219', 'g_10742']",8,biological_process,8/1892,8/1894
GO:0004687,myosin light chain kinase activity,"['g_11070', 'g_14551', 'g_3386', 'g_3964', 'g_10065', 'g_1280']",6,molecular_function,6/1892,6/1894
GO:0005818,aster,"['g_11070', 'g_11308', 'g_41', 'g_7398', 'g_5284', 'g_3535']",6,cellular_component,6/1892,6/1894
GO:0007110,meiosis I cytokinesis,"['g_11070', 'g_11308', 'g_1983', 'g_2052', 'g_41', 'g_5120', 'g_6946', 'g_6', 'g_8329', 'g_851', 'g_9143', 'g_6823', 'g_11183', 'g_3517']",14,biological_process,14/1892,14/1894
GO:0007291,sperm individualization,"['g_11070', 'g_11348', 'g_1307', 'g_13286', 'g_13750', 'g_13761', 'g_1430', 'g_14912', 'g_2340', 'g_3293', 'g_430', 'g_5051', 'g_6774', 'g_8070', 'g_9216', 'g_9456', 'g_16823', 'g_5168', 'g_6405', 'g_9372', 'g_9934', 'g_15436', 'g_3515', 'g_3978', 'g_12352', 'g_12507']",26,biological_process,26/1892,26/1894
GO:0007608,sensory perception of smell,"['g_11070', 'g_11957', 'g_12005', 'g_12146', 'g_12472', 'g_12693', 'g_13944', 'g_32', 'g_375', 'g_4821', 'g_4904', 'g_6329', 'g_7478', 'g_7770', 'g_7789', 'g_8850', 'g_9189', 'g_15701', 'g_13644', 'g_10801', 'g_3001', 'g_4070']",22,biological_process,22/1892,22/1894
GO:0010669,epithelial structure maintenance,"['g_11070', 'g_11102', 'g_12265', 'g_13114', 'g_28', 'g_5080', 'g_6287', 'g_7242', 'g_7175', 'g_2381']",10,biological_process,10/1892,10/1894
GO:0016006,Nebenkern,"['g_11070', 'g_11640']",2,cellular_component,2/1892,2/1894
GO:0022409,positive regulation of cell-cell adhesion,"['g_11070', 'g_11566', 'g_13114', 'g_3525', 'g_3953', 'g_4809']",6,biological_process,6/1892,6/1894
GO:0035329,hippo signaling,"['g_11070', 'g_13340', 'g_4055', 'g_7166', 'g_10601']",5,biological_process,5/1892,5/1894
GO:0045463,R8 cell development,"['g_11070', 'g_1983', 'g_4055', 'g_4099', 'g_4868']",5,biological_process,5/1892,5/1894
GO:0045464,R8 cell fate specification,"['g_11070', 'g_12711', 'g_2072', 'g_3559', 'g_4055', 'g_4868', 'g_5535', 'g_8317', 'g_9043', 'g_2900', 'g_12819', 'g_1998', 'g_8237', 'g_965']",14,biological_process,14/1892,14/1894
GO:0046621,negative regulation of organ growth,"['g_11070', 'g_11640', 'g_12051', 'g_12736', 'g_12791', 'g_1436', 'g_14441', 'g_14653', 'g_14728', 'g_14841', 'g_14912', 'g_1630', 'g_174', 'g_2663', 'g_3003', 'g_4055', 'g_5130', 'g_7141', 'g_7764', 'g_8480', 'g_8504', 'g_8978', 'g_9425', 'g_9427', 'g_9426', 'g_8596', 'g_678']",27,biological_process,27/1892,27/1894
GO:0046669,regulation of compound eye retinal cell programmed cell death,['g_11070'],1,biological_process,1/1892,1/1894
GO:0060562,epithelial tube morphogenesis,"['g_11070', 'g_11638', 'g_1449', 'g_1450', 'g_14551', 'g_2189', 'g_3964', 'g_4842', 'g_5902', 'g_8093', 'g_7175', 'g_9329', 'g_10065', 'g_13388', 'g_14641']",15,biological_process,15/1892,15/1894
GO:0072112,podocyte differentiation,"['g_11070', 'g_4178', 'g_6898']",3,biological_process,3/1892,3/1894
GO:0098845,postsynaptic endosome,"['g_11070', 'g_2408', 'g_7177', 'g_7649', 'g_10742', 'g_12049']",6,cellular_component,6/1892,6/1894
GO:0098934,retrograde dendritic transport,"['g_11070', 'g_7649']",2,biological_process,2/1892,2/1894
GO:0106037,apicomedial cortex,"['g_11070', 'g_4055', 'g_851', 'g_9035']",4,cellular_component,4/1892,4/1894
GO:2001137,positive regulation of endocytic recycling,"['g_11070', 'g_14551', 'g_3964', 'g_4842', 'g_5727', 'g_7175', 'g_10065', 'g_965', 'g_12211']",9,biological_process,9/1892,9/1894
GO:0001710,mesodermal cell fate commitment,"['g_11077', 'g_12412', 'g_13216', 'g_2663', 'g_3496', 'g_4751', 'g_5433', 'g_9094', 'g_9531', 'g_6210', 'g_2007', 'g_5874', 'g_4360', 'g_4884']",14,biological_process,14/1892,14/1894
GO:0001835,blastocyst hatching,"['g_11077', 'g_11428', 'g_2320', 'g_2300']",4,biological_process,4/1892,4/1894
