go_id,go_description,gene_ids,count_genes,category,GeneRatio,BgRatio
GO:0090235,regulation of metaphase plate congression,"['g_12243', 'g_14442', 'g_319', 'g_11586']",4,biological_process,4/1842,4/1844
GO:1902969,mitotic DNA replication,['g_12243'],1,biological_process,1/1842,1/1844
GO:0006279,premeiotic DNA replication,"['g_12246', 'g_14073', 'g_6998', 'g_7588', 'g_14634']",5,biological_process,5/1842,5/1844
GO:0010497,plasmodesmata-mediated intercellular transport,"['g_12246', 'g_2207', 'g_5431', 'g_12183']",4,biological_process,4/1842,4/1844
GO:0030474,spindle pole body duplication,"['g_12246', 'g_14410', 'g_2701', 'g_3509', 'g_6734', 'g_6736', 'g_8262', 'g_13301', 'g_15420']",9,biological_process,9/1842,9/1844
GO:0030989,dynein-driven meiotic oscillatory nuclear movement,"['g_12246', 'g_6973', 'g_8455', 'g_8806', 'g_13506', 'g_5294', 'g_3978', 'g_12183']",8,biological_process,8/1842,8/1844
GO:0031024,interphase microtubule organizing center assembly,"['g_12246', 'g_13234']",2,biological_process,2/1842,2/1844
GO:0032118,horsetail-astral microtubule organization,"['g_12246', 'g_6734', 'g_3978', 'g_12183']",4,biological_process,4/1842,4/1844
GO:0045433,"male courtship behavior, veined wing generated song production","['g_12246', 'g_8223', 'g_6429']",3,biological_process,3/1842,3/1844
GO:0048278,vesicle docking,['g_12246'],1,biological_process,1/1842,1/1844
GO:0051224,negative regulation of protein transport,"['g_12246', 'g_5431', 'g_12183']",3,biological_process,3/1842,3/1844
GO:0071539,protein localization to centrosome,"['g_12246', 'g_13234', 'g_14461', 'g_14717', 'g_4346', 'g_6798', 'g_7373', 'g_796', 'g_2326', 'g_3598']",10,biological_process,10/1842,10/1844
GO:1903754,cortical microtubule plus-end,['g_12246'],1,cellular_component,1/1842,1/1844
GO:1990683,DNA double-strand break attachment to nuclear envelope,"['g_12246', 'g_12777', 'g_5431', 'g_6734', 'g_5284']",5,biological_process,5/1842,5/1844
GO:0000772,mating pheromone activity,"['g_12268', 'g_3050', 'g_9092', 'g_15707']",4,molecular_function,4/1842,4/1844
GO:0002312,B cell activation involved in immune response,"['g_12268', 'g_12537', 'g_341', 'g_509', 'g_16991', 'g_16875', 'g_8148', 'g_15160']",8,biological_process,8/1842,8/1844
GO:0009603,detection of symbiotic fungus,"['g_12268', 'g_13500']",2,biological_process,2/1842,2/1844
GO:0016525,negative regulation of angiogenesis,"['g_12268', 'g_13268', 'g_14053', 'g_14272', 'g_14913', 'g_3896', 'g_6040', 'g_6289', 'g_7166', 'g_7181', 'g_8228', 'g_9614', 'g_9236', 'g_5919', 'g_15601', 'g_4025', 'g_15357']",17,biological_process,17/1842,17/1844
GO:0030445,yeast-form cell wall,"['g_12268', 'g_12314', 'g_12447', 'g_12657', 'g_13367', 'g_3103', 'g_5022', 'g_5359', 'g_7544', 'g_8345', 'g_15610']",11,cellular_component,11/1842,11/1844
GO:0030851,granulocyte differentiation,"['g_12268', 'g_1996', 'g_9092']",3,biological_process,3/1842,3/1844
GO:0030985,high molecular weight kininogen binding,['g_12268'],1,molecular_function,1/1842,1/1844
GO:0031142,induction of conjugation upon nitrogen starvation,"['g_12268', 'g_3050', 'g_9092', 'g_15707']",4,biological_process,4/1842,4/1844
GO:0032005,signal transduction involved in positive regulation of conjugation with cellular fusion,"['g_12268', 'g_9092', 'g_15707', 'g_10367']",4,biological_process,4/1842,4/1844
GO:0033215,reductive iron assimilation,['g_12268'],1,biological_process,1/1842,1/1844
GO:0034235,GPI anchor binding,"['g_12268', 'g_12537', 'g_341', 'g_509', 'g_16991', 'g_16875', 'g_8148', 'g_15160']",8,molecular_function,8/1842,8/1844
GO:0035315,hair cell differentiation,"['g_12268', 'g_3896', 'g_7776', 'g_15357']",4,biological_process,4/1842,4/1844
GO:0043709,cell adhesion involved in single-species biofilm formation,"['g_12268', 'g_4009', 'g_16850']",3,biological_process,3/1842,3/1844
GO:0043710,cell adhesion involved in multi-species biofilm formation,['g_12268'],1,biological_process,1/1842,1/1844
GO:0044003,symbiont-mediated perturbation of host process,['g_12268'],1,biological_process,1/1842,1/1844
GO:0044194,cytolytic granule,"['g_12268', 'g_13913', 'g_9092']",3,cellular_component,3/1842,3/1844
GO:0050777,negative regulation of immune response,"['g_12268', 'g_3896', 'g_15357']",3,biological_process,3/1842,3/1844
GO:0051884,regulation of timing of anagen,"['g_12268', 'g_3896', 'g_15357']",3,biological_process,3/1842,3/1844
GO:0062038,positive regulation of pheromone response MAPK cascade,"['g_12268', 'g_1308', 'g_13149', 'g_13785', 'g_3050', 'g_4685', 'g_9092', 'g_15707', 'g_15438']",9,biological_process,9/1842,9/1844
GO:0097209,epidermal lamellar body,"['g_12268', 'g_3896', 'g_15357']",3,cellular_component,3/1842,3/1844
GO:0006354,DNA-templated transcription elongation,"['g_12271', 'g_3548']",2,biological_process,2/1842,2/1844
GO:0009996,negative regulation of cell fate specification,"['g_12271', 'g_12775', 'g_1332', 'g_4778', 'g_5012', 'g_5066', 'g_5832', 'g_5971', 'g_8600', 'g_8753', 'g_7176', 'g_2191']",12,biological_process,12/1842,12/1844
GO:0010867,positive regulation of triglyceride biosynthetic process,['g_12271'],1,biological_process,1/1842,1/1844
GO:0035267,NuA4 histone acetyltransferase complex,"['g_12271', 'g_12771', 'g_12775', 'g_13137', 'g_14513', 'g_207', 'g_2765', 'g_5054', 'g_5971', 'g_7138', 'g_7445', 'g_7774', 'g_8651', 'g_9339']",14,cellular_component,14/1842,14/1844
GO:0043995,histone H4K5 acetyltransferase activity,"['g_12271', 'g_12538', 'g_5054', 'g_3539']",4,molecular_function,4/1842,4/1844
GO:0044016,histone H3K4 acetyltransferase activity,"['g_12271', 'g_5971', 'g_3539']",3,molecular_function,3/1842,3/1844
GO:0140065,peptide butyryltransferase activity,"['g_12271', 'g_3862', 'g_5971']",3,molecular_function,3/1842,3/1844
GO:0140068,histone crotonyltransferase activity,"['g_12271', 'g_2205', 'g_3862']",3,molecular_function,3/1842,3/1844
GO:0140861,DNA repair-dependent chromatin remodeling,"['g_12271', 'g_12771', 'g_12775', 'g_13038', 'g_14513', 'g_1534', 'g_1658', 'g_1837', 'g_2765', 'g_5971', 'g_7445', 'g_7774', 'g_8128', 'g_8651', 'g_9339', 'g_5825']",16,biological_process,16/1842,16/1844
GO:2000028,"regulation of photoperiodism, flowering","['g_12271', 'g_3591', 'g_3925', 'g_8587', 'g_8886', 'g_6248']",6,biological_process,6/1842,6/1844
GO:0002079,inner acrosomal membrane,"['g_12272', 'g_14500', 'g_5145', 'g_6916', 'g_13766', 'g_5919']",6,cellular_component,6/1842,6/1844
GO:0002081,outer acrosomal membrane,"['g_12272', 'g_14500', 'g_5145', 'g_6916', 'g_7899', 'g_13766', 'g_5919']",7,cellular_component,7/1842,7/1844
GO:0097446,protein localization to eisosome filament,"['g_12272', 'g_5909']",2,biological_process,2/1842,2/1844
GO:0005118,sevenless binding,"['g_12273', 'g_1786', 'g_3271', 'g_3990', 'g_5986', 'g_6324', 'g_418', 'g_1324']",8,molecular_function,8/1842,8/1844
GO:0006936,muscle contraction,"['g_12273', 'g_1285', 'g_2052', 'g_2786', 'g_2902', 'g_5435', 'g_6593', 'g_706', 'g_7445', 'g_7739', 'g_7774', 'g_8722', 'g_5436', 'g_1657', 'g_15732', 'g_9035', 'g_13441', 'g_898', 'g_931', 'g_15420', 'g_4145']",21,biological_process,21/1842,21/1844
GO:0007465,R7 cell fate commitment,"['g_12273', 'g_1786', 'g_3088', 'g_3271', 'g_3990', 'g_4791', 'g_5986', 'g_6324', 'g_14356', 'g_10307', 'g_11124', 'g_418', 'g_1324']",13,biological_process,13/1842,13/1844
GO:0032388,positive regulation of intracellular transport,"['g_12273', 'g_319']",2,biological_process,2/1842,2/1844
GO:0035997,rhabdomere microvillus membrane,"['g_12273', 'g_1786', 'g_3271', 'g_3990', 'g_5986', 'g_6324', 'g_418', 'g_1324']",8,cellular_component,8/1842,8/1844
GO:0036178,filamentous growth of a population of unicellular organisms in response to neutral pH,"['g_12273', 'g_5349', 'g_7951', 'g_8912', 'g_9765', 'g_1824', 'g_799', 'g_10367', 'g_10550', 'g_657']",10,biological_process,10/1842,10/1844
GO:0036244,cellular response to neutral pH,"['g_12273', 'g_7951', 'g_8912', 'g_9765', 'g_1824', 'g_799', 'g_10367', 'g_10550', 'g_657']",9,biological_process,9/1842,9/1844
GO:0042546,cell wall biogenesis,"['g_12273', 'g_727', 'g_832']",3,biological_process,3/1842,3/1844
GO:0045470,R8 cell-mediated photoreceptor organization,"['g_12273', 'g_1786', 'g_3271', 'g_3990', 'g_5986', 'g_6324', 'g_418', 'g_1324']",8,biological_process,8/1842,8/1844
GO:0071280,cellular response to copper ion,"['g_12273', 'g_3326', 'g_3631']",3,biological_process,3/1842,3/1844
GO:0006298,mismatch repair,"['g_12275', 'g_501', 'g_8702', 'g_5519', 'g_7348', 'g_3947', 'g_2965']",7,biological_process,7/1842,7/1844
GO:0018023,peptidyl-lysine trimethylation,"['g_12275', 'g_3947', 'g_2965']",3,biological_process,3/1842,3/1844
GO:0032727,positive regulation of interferon-alpha production,"['g_12275', 'g_3048', 'g_16855', 'g_3947', 'g_2965']",5,biological_process,5/1842,5/1844
GO:0034340,response to type I interferon,"['g_12275', 'g_1662', 'g_5647', 'g_3947', 'g_2965']",5,biological_process,5/1842,5/1844
GO:0035441,cell migration involved in vasculogenesis,['g_12275'],1,biological_process,1/1842,1/1844
GO:0042800,histone H3K4 methyltransferase activity,"['g_12275', 'g_1277', 'g_14461', 'g_1641', 'g_4002', 'g_4780', 'g_507', 'g_7189', 'g_6823', 'g_7930', 'g_10628', 'g_15783', 'g_3394', 'g_3947']",14,molecular_function,14/1842,14/1844
GO:0048188,Set1C/COMPASS complex,"['g_12275', 'g_12538', 'g_12540', 'g_4410', 'g_8912', 'g_8715', 'g_3947']",7,cellular_component,7/1842,7/1844
GO:0048332,mesoderm morphogenesis,['g_12275'],1,biological_process,1/1842,1/1844
GO:0048864,stem cell development,"['g_12275', 'g_1467']",2,biological_process,2/1842,2/1844
GO:0060039,pericardium development,['g_12275'],1,biological_process,1/1842,1/1844
GO:0060290,transdifferentiation,"['g_12275', 'g_1277', 'g_7709', 'g_14634', 'g_3394', 'g_11706']",6,biological_process,6/1842,6/1844
GO:0060669,embryonic placenta morphogenesis,['g_12275'],1,biological_process,1/1842,1/1844
GO:0060977,coronary vasculature morphogenesis,['g_12275'],1,biological_process,1/1842,1/1844
GO:0140999,histone H3K4 trimethyltransferase activity,"['g_12275', 'g_12538', 'g_12540', 'g_4410', 'g_3947']",5,molecular_function,5/1842,5/1844
GO:1902850,microtubule cytoskeleton organization involved in mitosis,"['g_12275', 'g_3088', 'g_3947', 'g_2965']",4,biological_process,4/1842,4/1844
GO:0004050,apyrase activity,['g_12276'],1,molecular_function,1/1842,1/1844
GO:0043171,peptide catabolic process,"['g_12276', 'g_14434', 'g_638']",3,biological_process,3/1842,3/1844
GO:0044484,venom-mediated fibrinolysis,['g_12276'],1,biological_process,1/1842,1/1844
GO:0070006,metalloaminopeptidase activity,"['g_12276', 'g_7270', 'g_893']",3,molecular_function,3/1842,3/1844
GO:0120113,cytoplasm to vacuole targeting by the NVT pathway,"['g_12276', 'g_2703']",2,biological_process,2/1842,2/1844
GO:1903538,regulation of meiotic cell cycle process involved in oocyte maturation,['g_12276'],1,biological_process,1/1842,1/1844
GO:0021532,neural tube patterning,"['g_12288', 'g_14341', 'g_2983', 'g_5343', 'g_8886']",5,biological_process,5/1842,5/1844
GO:0031076,embryonic camera-type eye development,"['g_12288', 'g_2983', 'g_5343', 'g_7544', 'g_7776']",5,biological_process,5/1842,5/1844
GO:0035845,photoreceptor cell outer segment organization,"['g_12288', 'g_13149', 'g_13554', 'g_3087', 'g_4780', 'g_5226', 'g_6324', 'g_6973', 'g_7525', 'g_7559', 'g_13185', 'g_11221', 'g_3931']",13,biological_process,13/1842,13/1844
GO:0050687,negative regulation of defense response to virus,"['g_12288', 'g_5343', 'g_6221', 'g_6323', 'g_8479', 'g_9885']",6,biological_process,6/1842,6/1844
GO:0060297,regulation of sarcomere organization,"['g_12288', 'g_12703', 'g_12777', 'g_15056', 'g_3048', 'g_3665', 'g_7189', 'g_8849', 'g_8850', 'g_3394', 'g_3931']",11,biological_process,11/1842,11/1844
GO:0090660,cerebrospinal fluid circulation,"['g_12288', 'g_13226', 'g_13401', 'g_1874', 'g_207', 'g_4458', 'g_4781', 'g_6323', 'g_9221', 'g_3934']",10,biological_process,10/1842,10/1844
GO:1903259,exon-exon junction complex disassembly,['g_12288'],1,biological_process,1/1842,1/1844
GO:0018095,protein polyglutamylation,"['g_12308', 'g_14442', 'g_2340', 'g_2109', 'g_4413']",5,biological_process,5/1842,5/1844
GO:0031529,ruffle organization,"['g_12308', 'g_2408', 'g_13128']",3,biological_process,3/1842,3/1844
GO:0035025,positive regulation of Rho protein signal transduction,"['g_12308', 'g_12763', 'g_14783', 'g_157', 'g_1579', 'g_2023', 'g_234', 'g_2408', 'g_2663', 'g_3087', 'g_3150', 'g_3294', 'g_3548', 'g_3964', 'g_3982', 'g_4419', 'g_4547', 'g_5091', 'g_5177', 'g_5573', 'g_6072', 'g_6151', 'g_6724', 'g_6818', 'g_6988', 'g_7039', 'g_7336', 'g_7876', 'g_7937', 'g_8593', 'g_9074', 'g_3486', 'g_13766', 'g_5420', 'g_1657', 'g_15725', 'g_14892', 'g_7853', 'g_15619', 'g_12049', 'g_12653', 'g_4418']",42,biological_process,42/1842,42/1844
GO:0070301,cellular response to hydrogen peroxide,"['g_12308', 'g_13094', 'g_13165', 'g_13554', 'g_13740', 'g_14484', 'g_2205', 'g_2408', 'g_2455', 'g_3862', 'g_5012', 'g_5573', 'g_6045', 'g_6836', 'g_7764', 'g_8551', 'g_8702', 'g_9207', 'g_9260', 'g_3486', 'g_6316', 'g_6383', 'g_6895', 'g_9276', 'g_9372', 'g_13064', 'g_13090', 'g_13128', 'g_10550', 'g_6315', 'g_15570', 'g_11288', 'g_4429']",33,biological_process,33/1842,33/1844
GO:0070740,tubulin-glutamic acid ligase activity,"['g_12308', 'g_14442', 'g_4128', 'g_7162', 'g_2109', 'g_4413']",6,molecular_function,6/1842,6/1844
GO:0110085,mitotic actomyosin contractile ring,"['g_12308', 'g_12781', 'g_13649', 'g_14367', 'g_14461', 'g_14551', 'g_2408', 'g_3087', 'g_3150', 'g_3546', 'g_4166', 'g_4419', 'g_4466', 'g_4548', 'g_5431', 'g_5573', 'g_5690', 'g_6151', 'g_6988', 'g_7336', 'g_7876', 'g_8198', 'g_8593', 'g_88', 'g_9467', 'g_16518', 'g_16969', 'g_10386', 'g_3539', 'g_12049', 'g_4360']",31,cellular_component,31/1842,31/1844
GO:0006414,translational elongation,"['g_12314', 'g_3329']",2,biological_process,2/1842,2/1844
GO:0045901,positive regulation of translational elongation,"['g_12314', 'g_8245']",2,biological_process,2/1842,2/1844
GO:0004089,carbonate dehydratase activity,['g_12325'],1,molecular_function,1/1842,1/1844
GO:0004736,pyruvate carboxylase activity,"['g_12325', 'g_3897']",2,molecular_function,2/1842,2/1844
GO:0008869,galactonate dehydratase activity,['g_12325'],1,molecular_function,1/1842,1/1844
GO:0008872,glucarate dehydratase activity,['g_12325'],1,molecular_function,1/1842,1/1844
GO:0008927,mannonate dehydratase activity,['g_12325'],1,molecular_function,1/1842,1/1844
GO:0019698,D-galacturonate catabolic process,['g_12325'],1,biological_process,1/1842,1/1844
GO:0042838,D-glucarate catabolic process,['g_12325'],1,biological_process,1/1842,1/1844
GO:0047808,D(-)-tartrate dehydratase activity,['g_12325'],1,molecular_function,1/1842,1/1844
GO:0047818,D-fuconate dehydratase activity,['g_12325'],1,molecular_function,1/1842,1/1844
GO:0047929,gluconate dehydratase activity,['g_12325'],1,molecular_function,1/1842,1/1844
GO:0050023,L-fuconate dehydratase activity,['g_12325'],1,molecular_function,1/1842,1/1844
GO:0003333,amino acid transmembrane transport,"['g_12335', 'g_2713', 'g_5146', 'g_7359', 'g_9157', 'g_9379', 'g_9765']",7,biological_process,7/1842,7/1844
GO:0005315,phosphate transmembrane transporter activity,"['g_12335', 'g_7359', 'g_10067']",3,molecular_function,3/1842,3/1844
GO:0005371,tricarboxylate secondary active transmembrane transporter activity,['g_12335'],1,molecular_function,1/1842,1/1844
GO:0006843,mitochondrial citrate transmembrane transport,"['g_12335', 'g_7359']",2,biological_process,2/1842,2/1844
GO:0009853,photorespiration,"['g_12335', 'g_7359', 'g_8157', 'g_15605']",4,biological_process,4/1842,4/1844
GO:0015116,sulfate transmembrane transporter activity,"['g_12335', 'g_14552', 'g_159', 'g_7359', 'g_7171', 'g_3617', 'g_4208']",7,molecular_function,7/1842,7/1844
GO:0015117,thiosulfate transmembrane transporter activity,"['g_12335', 'g_7359']",2,molecular_function,2/1842,2/1844
GO:0015131,oxaloacetate transmembrane transporter activity,"['g_12335', 'g_14552', 'g_7359']",3,molecular_function,3/1842,3/1844
GO:0015140,malate transmembrane transporter activity,['g_12335'],1,molecular_function,1/1842,1/1844
GO:0015709,thiosulfate transport,"['g_12335', 'g_7359']",2,biological_process,2/1842,2/1844
GO:0015729,oxaloacetate transport,"['g_12335', 'g_14552', 'g_7359']",3,biological_process,3/1842,3/1844
GO:0015909,long-chain fatty acid transport,['g_12335'],1,biological_process,1/1842,1/1844
GO:0032555,purine ribonucleotide binding,"['g_12335', 'g_7359']",2,molecular_function,2/1842,2/1844
GO:0035435,phosphate ion transmembrane transport,"['g_12335', 'g_7359', 'g_3617']",3,biological_process,3/1842,3/1844
GO:0036041,long-chain fatty acid binding,"['g_12335', 'g_7359']",2,molecular_function,2/1842,2/1844
GO:0051881,regulation of mitochondrial membrane potential,"['g_12335', 'g_8551', 'g_7514', 'g_6991', 'g_15516', 'g_3515']",6,biological_process,6/1842,6/1844
GO:0071398,cellular response to fatty acid,"['g_12335', 'g_13554', 'g_14381', 'g_5091', 'g_7359', 'g_782', 'g_9509', 'g_16057', 'g_9276', 'g_15725', 'g_15671']",11,biological_process,11/1842,11/1844
GO:0071422,succinate transmembrane transport,['g_12335'],1,biological_process,1/1842,1/1844
GO:0071423,malate transmembrane transport,['g_12335'],1,biological_process,1/1842,1/1844
GO:1901612,cardiolipin binding,"['g_12335', 'g_1574', 'g_6734', 'g_7359', 'g_8671']",5,molecular_function,5/1842,5/1844
GO:1902358,sulfate transmembrane transport,"['g_12335', 'g_14552', 'g_159', 'g_2035', 'g_7359']",5,biological_process,5/1842,5/1844
GO:1903426,regulation of reactive oxygen species biosynthetic process,"['g_12335', 'g_7359']",2,biological_process,2/1842,2/1844
GO:1903495,cellular response to dehydroepiandrosterone,"['g_12335', 'g_7359']",2,biological_process,2/1842,2/1844
GO:1990542,mitochondrial transmembrane transport,"['g_12335', 'g_14552', 'g_7359']",3,biological_process,3/1842,3/1844
GO:0034693,U11/U12 snRNP,['g_12348'],1,cellular_component,1/1842,1/1844
GO:0048160,primary follicle stage,"['g_12348', 'g_8753']",2,biological_process,2/1842,2/1844
GO:0110104,mRNA alternative polyadenylation,"['g_12348', 'g_8753']",2,biological_process,2/1842,2/1844
GO:0001897,symbiont-mediated cytolysis of host cell,"['g_12353', 'g_2629', 'g_3103', 'g_8821', 'g_16593']",5,biological_process,5/1842,5/1844
GO:0002777,antimicrobial peptide biosynthetic process,"['g_12353', 'g_14203', 'g_3156', 'g_6330', 'g_16593', 'g_15707', 'g_15401']",7,biological_process,7/1842,7/1844
GO:0001580,detection of chemical stimulus involved in sensory perception of bitter taste,"['g_12367', 'g_13785', 'g_3548', 'g_6724', 'g_8146', 'g_8543', 'g_9302', 'g_5805']",8,biological_process,8/1842,8/1844
GO:0009882,blue light photoreceptor activity,"['g_12367', 'g_1375', 'g_3294', 'g_6077', 'g_7417', 'g_8146', 'g_2944']",7,molecular_function,7/1842,7/1844
GO:0031000,response to caffeine,"['g_12367', 'g_7329', 'g_3486', 'g_10801']",4,biological_process,4/1842,4/1844
GO:0046957,negative phototaxis,"['g_12367', 'g_12711', 'g_1375', 'g_14923', 'g_3294', 'g_6077', 'g_7356', 'g_7417', 'g_8146', 'g_8543', 'g_16945', 'g_1663', 'g_8043', 'g_15515', 'g_3808', 'g_2944']",16,biological_process,16/1842,16/1844
GO:0070141,response to UV-A,"['g_12367', 'g_1375', 'g_3294', 'g_6077', 'g_7417', 'g_8146', 'g_2944']",7,biological_process,7/1842,7/1844
GO:1901354,response to L-canavanine,['g_12367'],1,biological_process,1/1842,1/1844
GO:0000224,peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity,"['g_1237', 'g_12786', 'g_3176']",3,molecular_function,3/1842,3/1844
GO:0007495,visceral mesoderm-endoderm interaction involved in midgut development,['g_1237'],1,biological_process,1/1842,1/1844
GO:0030178,negative regulation of Wnt signaling pathway,"['g_1237', 'g_13245', 'g_14549', 'g_3924', 'g_4002', 'g_5102', 'g_8412', 'g_8912', 'g_8994', 'g_9255', 'g_940', 'g_9493', 'g_5185', 'g_6911', 'g_13090', 'g_13301', 'g_10712', 'g_1140', 'g_12835']",19,biological_process,19/1842,19/1844
GO:0035523,protein K29-linked deubiquitination,"['g_1237', 'g_12628']",2,biological_process,2/1842,2/1844
GO:0070536,protein K63-linked deubiquitination,"['g_1237', 'g_12628', 'g_565', 'g_7241']",4,biological_process,4/1842,4/1844
GO:0071947,protein deubiquitination involved in ubiquitin-dependent protein catabolic process,"['g_1237', 'g_12628']",2,biological_process,2/1842,2/1844
GO:1990168,protein K33-linked deubiquitination,"['g_1237', 'g_12628']",2,biological_process,2/1842,2/1844
GO:0005669,transcription factor TFIID complex,"['g_12402', 'g_11', 'g_14165', 'g_14436', 'g_4166', 'g_7217', 'g_9291']",7,cellular_component,7/1842,7/1844
GO:0006283,transcription-coupled nucleotide-excision repair,"['g_12402', 'g_3548', 'g_4679', 'g_5329', 'g_5971', 'g_9132', 'g_13504', 'g_884', 'g_6051']",9,biological_process,9/1842,9/1844
GO:0030473,nuclear migration along microtubule,"['g_12402', 'g_12777', 'g_13622', 'g_13623', 'g_13740', 'g_15249', 'g_1664', 'g_2527', 'g_4548', 'g_7057', 'g_8479', 'g_10602', 'g_4499']",13,biological_process,13/1842,13/1844
GO:0033276,transcription factor TFTC complex,['g_12402'],1,cellular_component,1/1842,1/1844
GO:0035800,deubiquitinase activator activity,"['g_12402', 'g_5226']",2,molecular_function,2/1842,2/1844
GO:0061723,glycophagy,"['g_12402', 'g_13624', 'g_14549', 'g_9493', 'g_6294', 'g_6962', 'g_2938']",7,biological_process,7/1842,7/1844
GO:0070912,Ddb1-Ckn1 complex,['g_12402'],1,cellular_component,1/1842,1/1844
GO:1903003,positive regulation of protein deubiquitination,"['g_12402', 'g_8912', 'g_9068']",3,biological_process,3/1842,3/1844
GO:1904672,regulation of somatic stem cell population maintenance,"['g_12402', 'g_1427']",2,biological_process,2/1842,2/1844
GO:0003309,type B pancreatic cell differentiation,"['g_12412', 'g_4681']",2,biological_process,2/1842,2/1844
GO:0003310,pancreatic A cell differentiation,['g_12412'],1,biological_process,1/1842,1/1844
GO:0021515,cell differentiation in spinal cord,['g_12412'],1,biological_process,1/1842,1/1844
GO:0021520,spinal cord motor neuron cell fate specification,"['g_12412', 'g_7776']",2,biological_process,2/1842,2/1844
GO:0021521,ventral spinal cord interneuron specification,"['g_12412', 'g_7776']",2,biological_process,2/1842,2/1844
GO:0045496,male analia development,['g_12412'],1,biological_process,1/1842,1/1844
GO:0045497,female analia development,['g_12412'],1,biological_process,1/1842,1/1844
GO:0048546,digestive tract morphogenesis,"['g_12412', 'g_13165', 'g_13268', 'g_13554', 'g_14284', 'g_15120', 'g_3746', 'g_3868', 'g_4074', 'g_45', 'g_4780', 'g_7776', 'g_8129', 'g_5519', 'g_6823', 'g_9418', 'g_9992', 'g_15771', 'g_10315', 'g_11173', 'g_12352', 'g_4061']",22,biological_process,22/1842,22/1844
GO:0060040,retinal bipolar neuron differentiation,['g_12412'],1,biological_process,1/1842,1/1844
GO:0060840,artery development,"['g_12412', 'g_12602']",2,biological_process,2/1842,2/1844
GO:0060898,eye field cell fate commitment involved in camera-type eye formation,['g_12412'],1,biological_process,1/1842,1/1844
GO:0070935,3'-UTR-mediated mRNA stabilization,"['g_12412', 'g_14341', 'g_2983', 'g_8886', 'g_952', 'g_12598']",6,biological_process,6/1842,6/1844
GO:0072498,embryonic skeletal joint development,['g_12412'],1,biological_process,1/1842,1/1844
GO:0090254,cell elongation involved in imaginal disc-derived wing morphogenesis,"['g_12412', 'g_3982', 'g_45', 'g_4871', 'g_6289', 'g_8129', 'g_851', 'g_9075', 'g_16145', 'g_12819', 'g_14892', 'g_10335', 'g_15401']",13,biological_process,13/1842,13/1844
GO:1901210,regulation of cardiac chamber formation,['g_12412'],1,biological_process,1/1842,1/1844
GO:1990907,beta-catenin-TCF complex,"['g_12412', 'g_4346', 'g_45', 'g_8129', 'g_9075']",5,cellular_component,5/1842,5/1844
GO:2000815,regulation of mRNA stability involved in response to oxidative stress,"['g_12412', 'g_4679']",2,biological_process,2/1842,2/1844
GO:0002446,neutrophil mediated immunity,"['g_12413', 'g_15174', 'g_18', 'g_3865', 'g_881', 'g_6083', 'g_11757']",7,biological_process,7/1842,7/1844
GO:0002467,germinal center formation,"['g_12413', 'g_15174', 'g_11757']",3,biological_process,3/1842,3/1844
GO:0005579,membrane attack complex,"['g_12413', 'g_2348', 'g_4741', 'g_6182']",4,cellular_component,4/1842,4/1844
GO:0006956,complement activation,"['g_12413', 'g_2348', 'g_5341', 'g_7259']",4,biological_process,4/1842,4/1844
GO:0010820,positive regulation of T cell chemotaxis,"['g_12413', 'g_13121', 'g_15174', 'g_11757']",4,biological_process,4/1842,4/1844
GO:0023061,signal release,"['g_12413', 'g_15174', 'g_11757']",3,biological_process,3/1842,3/1844
GO:0033025,regulation of mast cell apoptotic process,"['g_12413', 'g_15174', 'g_11757']",3,biological_process,3/1842,3/1844
GO:0033077,T cell differentiation in thymus,"['g_12413', 'g_13211', 'g_14209', 'g_14341', 'g_14914', 'g_15174', 'g_15182', 'g_15249', 'g_1641', 'g_4742', 'g_5359', 'g_6093', 'g_7951', 'g_12285', 'g_16945', 'g_5595', 'g_13776', 'g_10795', 'g_11757']",19,biological_process,19/1842,19/1844
GO:0042987,amyloid precursor protein catabolic process,"['g_12413', 'g_15174', 'g_11757']",3,biological_process,3/1842,3/1844
GO:0043120,tumor necrosis factor binding,"['g_12413', 'g_15174', 'g_11757']",3,molecular_function,3/1842,3/1844
GO:0045741,positive regulation of epidermal growth factor-activated receptor activity,"['g_12413', 'g_15174', 'g_11757']",3,biological_process,3/1842,3/1844
GO:0048536,spleen development,"['g_12413', 'g_14551', 'g_15174', 'g_6988', 'g_8702', 'g_9058', 'g_9345', 'g_15516', 'g_11757']",9,biological_process,9/1842,9/1844
GO:0048679,regulation of axon regeneration,"['g_12413', 'g_13121', 'g_15174', 'g_4791', 'g_11757']",5,biological_process,5/1842,5/1844
GO:0070573,metallodipeptidase activity,"['g_12413', 'g_15174', 'g_11757']",3,molecular_function,3/1842,3/1844
GO:0071403,cellular response to high density lipoprotein particle stimulus,"['g_12413', 'g_15174', 'g_11757']",3,biological_process,3/1842,3/1844
GO:0071679,commissural neuron axon guidance,"['g_12413', 'g_1389', 'g_15174', 'g_6988', 'g_9181', 'g_13090', 'g_13692', 'g_11757']",8,biological_process,8/1842,8/1844
GO:0140447,cytokine precursor processing,"['g_12413', 'g_15174', 'g_15223', 'g_11757']",4,biological_process,4/1842,4/1844
GO:0140448,signaling receptor ligand precursor processing,"['g_12413', 'g_15174', 'g_11757']",3,biological_process,3/1842,3/1844
